#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
82376	853271	856052	33591	36125	YJL168C	YPL055C	SET2	LGE1	EZL1|histone methyltransferase SET2|KMT3|L000003090	-	Synthetic Lethality	genetic	Krogan NJ (2003)	12773564	559292	559292	Low Throughput|High Throughput	-	-	inviable	High Throughput: SGA analysis|Low Throughput: Interaction confirmed by tetrad analysis.	-	BIOGRID
2004483	854938	856052	35102	36125	YML064C	YPL055C	TEM1	LGE1	Ras family GTPase TEM1|L000002282	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1366	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: tem1-3 - lge1 [SGA score = -0.1366, P-value = 0.0002618]	-	BIOGRID
2004712	854898	856052	35064	36125	YML077W	YPL055C	BET5	LGE1	L000004608	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3031	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: bet5-5001 - lge1 [SGA score = -0.3031, P-value = 0]	-	BIOGRID
2005403	855049	856052	35205	36125	YMR033W	YPL055C	ARP9	LGE1	RSC12|SWP59|L000003438	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1442	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: arp9-1 - lge1 [SGA score = -0.1442, P-value = 0.0003341]	-	BIOGRID
2006226	855177	856052	35322	36125	YMR146C	YPL055C	TIF34	LGE1	translation initiation factor eIF3 subunit i|L000003329	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3158	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: tif34-5003 - lge1 [SGA score = -0.3158, P-value = 4.108E-13]|alleles: tif34-5004 - lge1 [SGA score = -0.1911, P-value = 0.003199]	-	BIOGRID
2006763	855248	856052	35386	36125	YMR208W	YPL055C	ERG12	LGE1	RAR1|mevalonate kinase|L000000578	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1403	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: erg12-5001 - lge1 [SGA score = -0.1403, P-value = 1.341E-88]	-	BIOGRID
2007164	855275	856052	35413	36125	YMR235C	YPL055C	RNA1	LGE1	L000001649	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1239	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rna1-s116f - lge1 [SGA score = -0.1239, P-value = 5.206E-6]	-	BIOGRID
2007229	855276	856052	35414	36125	YMR236W	YPL055C	TAF9	LGE1	TAF17|TATA-binding protein-associated factor TAF9|TafII17|L000003459	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2282	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: taf9-ts2 - lge1 [SGA score = -0.2282, P-value = 0.0002164]	-	BIOGRID
2007645	855310	856052	35446	36125	YMR268C	YPL055C	PRP24	LGE1	L000002842	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2702	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: prp24-ts - lge1 [SGA score = -0.2702, P-value = 3.647E-6]	-	BIOGRID
2007716	855312	856052	35448	36125	YMR270C	YPL055C	RRN9	LGE1	L000003278	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2574	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rrn9-5007 - lge1 [SGA score = -0.2574, P-value = 1.873E-7]	-	BIOGRID
2007957	855320	856052	35456	36125	YMR277W	YPL055C	FCP1	LGE1	L000003350	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.4131	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fcp1-1-supp2 - lge1 [SGA score = -0.4131, P-value = 1.895E-10]|alleles: fcp1-1-supp3 - lge1 [SGA score = -0.1563, P-value = 0.001636]	-	BIOGRID
2008583	855690	856052	35786	36125	YNL038W	YPL055C	GPI15	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1761	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gpi15-5001 - lge1 [SGA score = -0.1761, P-value = 1.795E-10]	-	BIOGRID
2008873	855636	856052	35735	36125	YNL088W	YPL055C	TOP2	LGE1	TOR3|TRF3|DNA topoisomerase 2|L000002320	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.229	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: top2-5002 - lge1 [SGA score = -0.2290, P-value = 1.174E-25]	-	BIOGRID
2010390	855540	856052	35651	36125	YNL181W	YPL055C	YNL181W	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2331	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pbr1-5002 - lge1 [SGA score = -0.1957, P-value = 0.02879]|alleles: pbr1-5006 - lge1 [SGA score = -0.2331, P-value = 0.007684]|alleles: pbr1-5012 - lge1 [SGA score = -0.1869, P-value = 3.681E-7]	-	BIOGRID
2011272	855505	856052	35620	36125	YNL216W	YPL055C	RAP1	LGE1	GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|L000001581	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2393	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rap1-1 - lge1 [SGA score = -0.2393, P-value = 8.309E-9]	-	BIOGRID
2011439	855500	856052	35615	36125	YNL221C	YPL055C	POP1	LGE1	L000002587	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2215	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pop1-5003 - lge1 [SGA score = -0.2215, P-value = 0.0004362]	-	BIOGRID
2011496	855499	856052	35614	36125	YNL222W	YPL055C	SSU72	LGE1	L000003154	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3402	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ssu72-2 - lge1 [SGA score = -0.3402, P-value = 3.354E-6]	-	BIOGRID
2012122	855461	856052	35579	36125	YNL260C	YPL055C	LTO1	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1235	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lto1-5001 - lge1 [SGA score = -0.1235, P-value = 0.002143]	-	BIOGRID
2012292	855459	856052	35577	36125	YNL262W	YPL055C	POL2	LGE1	DUN2|DNA polymerase epsilon catalytic subunit|L000001461	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2845	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pol2-12 - lge1 [SGA score = -0.2845, P-value = 6.731E-7]	-	BIOGRID
2013965	854157	856052	34399	36125	YOL005C	YPL055C	RPB11	LGE1	DNA-directed RNA polymerase II core subunit RPB11|B12.5|L000001685	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3922	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpb11-5002 - lge1 [SGA score = -0.3922, P-value = 1.583E-11]	-	BIOGRID
2014179	854119	856052	34364	36125	YOL038W	YPL055C	PRE6	LGE1	proteasome core particle subunit alpha 4|L000001488	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.216	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre6-5001 - lge1 [SGA score = -0.2160, P-value = 0.0006558]	-	BIOGRID
2014512	854076	856052	34323	36125	YOL078W	YPL055C	AVO1	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1552	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: avo1-5005 - lge1 [SGA score = -0.1552, P-value = 0.02027]	-	BIOGRID
2014620	854059	856052	34308	36125	YOL094C	YPL055C	RFC4	LGE1	replication factor C subunit 4|L000001625	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1819	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rfc4-20 - lge1 [SGA score = -0.1819, P-value = 0.003435]	-	BIOGRID
2014836	853985	856052	34241	36125	YOL135C	YPL055C	MED7	LGE1	L000003916	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1261	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: med7-141 - lge1 [SGA score = -0.1261, P-value = 2.434E-5]	-	BIOGRID
2015515	854213	856052	34449	36125	YOR048C	YPL055C	RAT1	LGE1	HKE1|TAP1|XRN2|ssRNA exonuclease RAT1|L000001584	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1847	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rat1-1-supp1 - lge1 [SGA score = -0.1847, P-value = 0.02369]	-	BIOGRID
2016093	854283	856052	34512	36125	YOR116C	YPL055C	RPO31	LGE1	RPC1|RPC160|DNA-directed RNA polymerase III core subunit RPO31|C160|L000001746|L000001694	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1415	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpo31-698 - lge1 [SGA score = -0.1415, P-value = 6.285E-5]	-	BIOGRID
2016210	854284	856052	34513	36125	YOR117W	YPL055C	RPT5	LGE1	YTA1|proteasome regulatory particle base subunit RPT5|L000002555	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3659	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpt5-5002 - lge1 [SGA score = -0.3659, P-value = 1.194E-8]	-	BIOGRID
2016263	854286	856052	34515	36125	YOR119C	YPL055C	RIO1	LGE1	RRP10|protein kinase RIO1|L000003989	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1775	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rio1-5001 - lge1 [SGA score = -0.1775, P-value = 4.629E-10]	-	BIOGRID
2016485	854314	856052	34540	36125	YOR143C	YPL055C	THI80	LGE1	thiamine diphosphokinase|L000002297	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2354	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: thi80-5001 - lge1 [SGA score = -0.2354, P-value = 0.001181]	-	BIOGRID
2016679	854328	856052	34553	36125	YOR157C	YPL055C	PUP1	LGE1	proteasome core particle subunit beta 2|L000001530	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3045	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pup1-1 - lge1 [SGA score = -0.3045, P-value = 2.665E-12]	-	BIOGRID
2017251	854353	856052	34576	36125	YOR181W	YPL055C	LAS17	LGE1	BEE1|L000003068|L000003581	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.307	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: las17-1-supp1 - lge1 [SGA score = -0.3070, P-value = 0.0006799]	-	BIOGRID
2018515	854433	856052	34649	36125	YOR259C	YPL055C	RPT4	LGE1	CRL13|PCS1|SUG2|proteasome regulatory particle base subunit RPT4|L000003423|L000003107|L000000413	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2633	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpt4-145 - lge1 [SGA score = -0.2633, P-value = 1.665E-86]|alleles: rpt4-150 - lge1 [SGA score = -0.1652, P-value = 0.021]	-	BIOGRID
2018816	854435	856052	34651	36125	YOR261C	YPL055C	RPN8	LGE1	proteasome regulatory particle lid subunit RPN8|L000004308	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.5387	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpn8-5007 - lge1 [SGA score = -0.4343, P-value = 1.182E-10]|alleles: rpn8-5008 - lge1 [SGA score = -0.5387, P-value = 4.73E-70]	-	BIOGRID
2019773	854535	856052	34738	36125	YOR353C	YPL055C	SOG2	LGE1	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1331	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sog2-5002-supp1 - lge1 [SGA score = -0.1331, P-value = 0.001125]	-	BIOGRID
2019885	854544	856052	34747	36125	YOR362C	YPL055C	PRE10	LGE1	proteasome core particle subunit alpha 7|L000003146	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2592	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pre10-5001 - lge1 [SGA score = -0.2592, P-value = 0]	-	BIOGRID
2025211	856307	856052	36350	36125	YPR178W	YPL055C	PRP4	LGE1	RNA4|L000001497	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1938	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: prp4-1 - lge1 [SGA score = -0.1584, P-value = 0.002907]|alleles: prp4-ts - lge1 [SGA score = -0.1938, P-value = 2.167E-157]	-	BIOGRID
2025726	856312	856052	36354	36125	YPR182W	YPL055C	SMX3	LGE1	Sm F|SmF|L000002786	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.191	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: smx3-5001 - lge1 [SGA score = -0.1910, P-value = 0.0008818]	-	BIOGRID
2025901	856313	856052	36355	36125	YPR183W	YPL055C	DPM1	LGE1	SED3|dolichyl-phosphate beta-D-mannosyltransferase|L000000524	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1252	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dpm1-6-supp1 - lge1 [SGA score = -0.1252, P-value = 0.02111]	-	BIOGRID
2072248	856052	852418	36125	32823	YPL055C	YBR121C	LGE1	GRS1	-	glycine--tRNA ligase|L000000738|L000000731	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.12	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - grs1-5001 [SGA score = -0.1200, P-value = 7.718E-5]	-	BIOGRID
2072249	856052	852432	36125	32835	YPL055C	YBR135W	LGE1	CKS1	-	cyclin-dependent protein kinase regulatory subunit CKS1|L000000347	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1749	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cks1-35 [SGA score = -0.1749, P-value = 0.001935]	-	BIOGRID
2072250	856052	852492	36125	32890	YPL055C	YBR193C	LGE1	MED8	-	L000003917	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1251	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - med8-39 [SGA score = -0.1251, P-value = 7.005E-5]	-	BIOGRID
2072251	856052	852556	36125	32949	YPL055C	YBR254C	LGE1	TRS20	-	S000007431	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3032	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - trs20-5001 [SGA score = -0.3032, P-value = 7.036E-39]	-	BIOGRID
2072252	856052	851461	36125	31965	YPL055C	YDL097C	LGE1	RPN6	-	NAS4|proteasome regulatory particle lid subunit RPN6|L000004306	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1517	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - rpn6-5001 [SGA score = -0.1517, P-value = 0.002376]	-	BIOGRID
2072253	856052	851456	36125	31960	YPL055C	YDL102W	LGE1	POL3	-	CDC2|HPR6|TEX1|DNA-directed DNA polymerase delta POL3|L000000242	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2119	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cdc2-1 [SGA score = -0.1247, P-value = 0.001521]|alleles: lge1 - cdc2-2 [SGA score = -0.2119, P-value = 0.0006921]|alleles: lge1 - cdc2-7 [SGA score = -0.1389, P-value = 5.594E-34]	-	BIOGRID
2072254	856052	851453	36125	31957	YPL055C	YDL105W	LGE1	NSE4	-	QRI2|L000002653	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2603	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - nse4-ts2 [SGA score = -0.2603, P-value = 2.445E-24]|alleles: lge1 - nse4-ts3 [SGA score = -0.1337, P-value = 0.000557]|alleles: lge1 - nse4-ts4 [SGA score = -0.1721, P-value = 9.849E-16]	-	BIOGRID
2072255	856052	851431	36125	31937	YPL055C	YDL126C	LGE1	CDC48	-	AAA family ATPase CDC48|L000000280	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1825	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cdc48-2 [SGA score = -0.1825, P-value = 0.0001739]|alleles: lge1 - cdc48-3 [SGA score = -0.1370, P-value = 1.824E-16]|alleles: lge1 - cdc48-9 [SGA score = -0.1296, P-value = 0.00166]	-	BIOGRID
2072256	856052	851412	36125	31918	YPL055C	YDL143W	LGE1	CCT4	-	ANC2|TCP4|L000000087	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2941	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cct4-1 [SGA score = -0.2941, P-value = 1.287E-16]	-	BIOGRID
2072257	856052	851410	36125	31916	YPL055C	YDL145C	LGE1	COP1	-	RET1|SEC33|SOO1|L000002603	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1816	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cop1-1 [SGA score = -0.1816, P-value = 0.003323]	-	BIOGRID
2072258	856052	851576	36125	32064	YPL055C	YDR013W	LGE1	PSF1	-	CDC101	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1974	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - psf1-1 [SGA score = -0.1974, P-value = 1.253E-5]	-	BIOGRID
2072259	856052	851661	36125	32144	YPL055C	YDR088C	LGE1	SLU7	-	SLT17|L000001922	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1206	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - slu7-ts1 [SGA score = -0.1206, P-value = 0.0251]	-	BIOGRID
2072260	856052	851770	36125	32242	YPL055C	YDR189W	LGE1	SLY1	-	L000001923	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1227	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sly1-ts [SGA score = -0.1227, P-value = 0.01169]	-	BIOGRID
2072261	856052	851830	36125	32294	YPL055C	YDR243C	LGE1	PRP28	-	L000001509	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1454	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - prp28-101 [SGA score = -0.1454, P-value = 1.718E-16]	-	BIOGRID
2072262	856052	851833	36125	32297	YPL055C	YDR246W	LGE1	TRS23	-	S000007432	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1807	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - trs23-5001 [SGA score = -0.1807, P-value = 0.01116]	-	BIOGRID
2072263	856052	851882	36125	32341	YPL055C	YDR288W	LGE1	NSE3	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2497	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - nse3-ts3 [SGA score = -0.2497, P-value = 1.14E-16]|alleles: lge1 - nse3-ts4 [SGA score = -0.2365, P-value = 5.592E-26]	-	BIOGRID
2072264	856052	851906	36125	32364	YPL055C	YDR311W	LGE1	TFB1	-	TFIIH/NER complex subunit TFB1|L000002284	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2407	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - tfb1-6 [SGA score = -0.2407, P-value = 1.184E-48]	-	BIOGRID
2072265	856052	852047	36125	32493	YPL055C	YDR437W	LGE1	GPI19	-	-	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1215	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - gpi19-5001 [SGA score = -0.1215, P-value = 6.038E-12]	-	BIOGRID
2072266	856052	852109	36125	32549	YPL055C	YDR498C	LGE1	SEC20	-	L000001843	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1477	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - sec20-1 [SGA score = -0.1477, P-value = 0.0001214]	-	BIOGRID
2072267	856052	852122	36125	32561	YPL055C	YDR510W	LGE1	SMT3	-	SUMO family protein SMT3|L000001938	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2844	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - smt3-331 [SGA score = -0.2844, P-value = 7.579E-7]	-	BIOGRID
2072268	856052	856901	36125	36907	YPL055C	YER157W	LGE1	COG3	-	GRD20|SEC34|L000004876	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1526	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - cog3-1 [SGA score = -0.1526, P-value = 2.561E-14]	-	BIOGRID
2072269	856052	850508	36125	31111	YPL055C	YFL034C-B	LGE1	MOB2	-	YFL035C|YFL035C-A|L000003535|S000007658|S000002966	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1994	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: lge1 - mob2-19 [SGA score = -0.1416, P-value = 0.03798]|alleles: lge1 - mob2-24 [SGA score = -0.1994, P-value = 2.959E-17]	-	BIOGRID
